OG0001871	macromolecule glycosylation
OG0000018	peptidyl-prolyl cis-trans isomerase activity
OG0007696	NADPH Oxidase
OG0001121	GTPase activity
OG0007200	Dual-specificity methyltransferase that catalyzes the formation of 5-methyluridine at position 54 (m5U54) in all tRNAs, and that of position 341 (m5U341) in tmRNA (transfer-mRNA)
OG0005899	Metallophosphoesterase
OG0000691	exonuclease activity
OG0002812	Conserved hypothetical ATP binding protein
OG0007279	Zinc finger, ZZ type
OG0000161	calcium ion binding
OG0003220	SNF2 RAD54 helicase family protein
OG0004019	RNA recognition motif 2
OG0000309	PPPDE putative peptidase domain
OG0000138	Zinc ion binding
OG0000312	ATP-dependent serine protease that mediates the selective degradation of misfolded and unassembled polypeptides in the peroxisomal matrix. Necessary for type 2 peroxisome targeting signal (PTS2)-containing protein processing and facilitates peroxisome matrix protein import
OG0001305	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
OG0006573	sn-glycerol-3-phosphate:ubiquinone-8 oxidoreductase activity
OG0003543	Acyltransferase C-terminus
OG0002910	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
OG0002365	Cell division cycle
OG0000447	The transhydrogenation between NADH and NADP is coupled to respiration and ATP hydrolysis and functions as a proton pump across the membrane
OG0003238	Sulfurtransferase
OG0001618	Seryl-tRNA synthetase N-terminal domain
OG0002900	protein-cysteine S-palmitoyltransferase activity
OG0002627	DnaJ molecular chaperone homology domain
OG0002647	oxidoreductase activity, acting on the CH-NH group of donors, flavin as acceptor
OG0003376	regulation of defense response to virus by host
OG0006403	alpha/beta hydrolase fold
OG0003452	Methionine biosynthesis protein MetW
OG0007176	60S ribosomal protein L24
OG0000967	regulation of RNA splicing
OG0005051	The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH
OG0000880	NDP-glucose-starch glucosyltransferase activity
OG0000056	Histone-lysine N-methyltransferase SMYD3
OG0001667	Tetratricopeptide repeat
OG0006775	endocytic recycling
OG0000701	Aldo/keto reductase family
OG0005241	Exostosin family
OG0005285	Belongs to the enoyl-CoA hydratase isomerase family
OG0003026	Belongs to the bacterial ribosomal protein bL20 family
OG0005517	Divalent cation transporter
OG0003078	CAM kinase, SNF1 AMK1 family ToxPK1
OG0001483	tRNA binding
OG0002941	8-hydroxy-dADP phosphatase activity
OG0000636	RWD
OG0006467	Ras-related protein
OG0005664	microtubule anchoring
OG0000006	Ketoacyl-synthetase C-terminal extension
OG0003769	phenylpyruvate tautomerase activity
OG0006628	Nucleoside diphosphate kinase
OG0000018	Peptidyl-prolyl cis-trans isomerase
OG0002720	Domains in hypothetical proteins in Drosophila, C. elegans and mammals. Occurs singly in some nucleoside diphosphate kinases.
OG0001551	ATPase activity
OG0001420	E3 ubiquitin-protein ligase
OG0003538	Ubiquitin-like modifier activating enzyme 5
OG0005260	HIT domain
OG0004362	atp synthase
OG0004560	homolog, subfamily A, member
OG0001347	Neutral ceramidase
OG0000130	Belongs to the glyceraldehyde-3-phosphate dehydrogenase family
OG0002406	Poly(A) polymerase central domain
OG0007265	Bifunctional enzyme. Involved in de novo dTMP biosynthesis. Key enzyme in folate metabolism
OG0005593	Responsible for synthesis of pseudouridine from uracil
OG0005607	Hydrolase of MutT (Nudix) family protein
OG0002431	solute carrier family 35, member
OG0000210	Nuclear pore complex protein
OG0002880	steroid binding
OG0003634	alpha/beta hydrolase fold
OG0007071	protein disulfide oxidoreductase activity
OG0000915	AAA domain
OG0001204	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family
OG0002046	peroxiredoxin activity
OG0006148	Signal recognition particle receptor
OG0000870	transferase activity, transferring hexosyl groups
OG0001624	Belongs to the chaperonin (HSP60) family
OG0003968	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis
OG0006657	Belongs to the pseudouridine synthase RsuA family
OG0004435	One of the primary rRNA binding proteins. Required for association of the 30S and 50S subunits to form the 70S ribosome, for tRNA binding and peptide bond formation. It has been suggested to have peptidyltransferase activity
OG0000011	serine threonine protein kinase
OG0003564	Phytanoyl-CoA dioxygenase (PhyH)
OG0005777	transferase activity, transferring nitrogenous groups
OG0006992	ketol-acid reductoisomerase activity
OG0002542	ubiquitin-protein transferase activity
OG0004693	TTK protein kinase
OG0002331	Belongs to the glycosyl hydrolase 5 (cellulase A) family
OG0002661	Chloride channel protein
OG0001494	Serine-type peptidase activity. It is involved in the biological process described with proteolysis
OG0006016	divinyl chlorophyllide a 8-vinyl-reductase activity
OG0005339	PFAM heat shock protein DnaJ domain protein
OG0002312	Voltage-sensitive calcium channels (VSCC) mediate the entry of calcium ions into excitable cells and are also involved in a variety of calcium-dependent processes, including muscle contraction, hormone or neurotransmitter release, gene expression, cell motility, cell division and cell death. This channel gives rise to T-type calcium currents. T-type calcium channels belong to the low-voltage activated (LVA) group and are strongly blocked by nickel and mibefradil. A particularity of this type of channels is an opening at quite negative potentials, and a voltage- dependent inactivation. T-type channels serve pacemaking functions in both central neurons and cardiac nodal cells and support calcium signaling in secretory cells and vascular smooth muscle. They may also be involved in the modulation of firing patterns of neurons which is important for information processing as well as in cell growth processes
OG0002034	phosphoethanolamine N-methyltransferase
OG0002908	2OG-Fe(II) oxygenase superfamily
OG0002164	Protein of unknown function (DUF2838)
OG0001954	pkhd-type hydroxylase
OG0002795	Starch binding domain
OG0000545	calcium-transporting ATPase activity
OG0004440	metalloaminopeptidase activity
OG0001810	calcium-transporting ATPase activity
OG0000006	Beta-ketoacyl synthase, N-terminal domain
OG0001019	L-threonine ammonia-lyase activity
OG0001939	Belongs to the PI3 PI4-kinase family
OG0000734	Alpha-amylase domain
OG0003753	Aspartyl/Asparaginyl beta-hydroxylase
OG0001547	Belongs to the glycosyl hydrolase 47 family
OG0000216	Regulator of chromosome condensation (RCC1) repeat
OG0000961	PFAM NAD binding domain of 6-phosphogluconate dehydrogenase
OG0003365	PKHD-type hydroxylase
OG0004877	prohibitin homologues
OG0006063	phospholipase d
OG0000075	Belongs to the short-chain dehydrogenases reductases (SDR) family
OG0003885	RING-like zinc finger
OG0001602	ATP-binding cassette sub-family B
OG0001684	-
OG0005520	dimethylallyltranstransferase activity
OG0001388	cellular modified histidine metabolic process
OG0000215	ABC transporter transmembrane region domain-containing protein
OG0000690	ribosomal protein
OG0001256	PFAM Formylglycine-generating sulfatase enzyme
OG0006617	glutathione transferase activity
OG0005003	Cytochrome b5-like Heme/Steroid binding domain
OG0000910	O-methyltransferase activity
OG0000446	Rab subfamily of small GTPases
OG0007727	4'-phosphopantetheinyl transferase superfamily
OG0001048	cell adhesion
OG0002782	zinc ion binding
OG0007658	Zinc-binding domain present in Lin-11, Isl-1, Mec-3.
OG0001031	phosphoglycerate dehydrogenase activity
OG0001566	Belongs to the class-I aminoacyl-tRNA synthetase family
OG0002742	RNA recognition motif
OG0003952	GTPase activity
OG0003077	methyltransferase activity
OG0000356	elongation factor-2 kinase activity
OG0003065	Glycosyl hydrolases family 43
OG0003321	Heat shock 70 kDa protein
OG0004046	dipeptidyl-peptidase activity
OG0000008	DnaJ molecular chaperone homology domain
OG0005074	Belongs to the protein kinase superfamily
OG0005642	Tetratricopeptide repeat
OG0004592	ATP-binding Cassette (ABC) Superfamily. Source PGD
OG0002933	RNA pseudouridylate synthase
OG0004602	Adenosylmethionine decarboxylase
OG0001794	Alpha-kinase family
OG0003709	thioredoxin-disulfide reductase activity
OG0006334	Fatty acid desaturase
OG0000561	40S ribosomal protein S28
OG0006122	Cupin-like domain
OG0000506	Small nuclear ribonucleoprotein F
OG0005429	Divalent cation transporter
OG0000347	heat shock protein binding
OG0001494	serine-type peptidase activity
OG0004630	Catalyzes the sequential NAD-dependent oxidations of L- histidinol to L-histidinaldehyde and then to L-histidine
OG0004037	NifU-like domain
OG0000172	Non-ribosomal peptide synthetase modules and related proteins
OG0003438	PFAM GTP cyclohydrolase I
OG0003157	nucleoside hydrolase
OG0005767	Beta-1,4-galactosyltransferase 6
OG0006868	Acetyltransferase (GNAT) family
OG0000931	anaphase-promoting complex subunit
OG0000142	Belongs to the CTL (choline transporter-like) family
OG0003972	Amidohydrolase family
OG0000500	Ferredoxins are iron-sulfur proteins that transfer electrons in a wide variety of metabolic reactions
OG0002435	amine oxidase
OG0000653	1,3-beta-D-glucan synthase activity
OG0000634	Adenylate and Guanylate cyclase catalytic domain
OG0002033	Belongs to the peptidase S10 family
OG0001453	posttranslational protein targeting to membrane, translocation
OG0004776	regulation of protein catabolic process
OG0003844	PHD zinc finger
OG0002031	Cyclin, C-terminal domain
OG0000273	Belongs to the DHHC palmitoyltransferase family
OG0000623	chaperone
OG0001508	tripeptidyl-peptidase activity
OG0004785	smart pdz dhr glgf
OG0000096	Sigma factor PP2C-like phosphatases
OG0000917	tRNA (guanine) methyltransferase activity
OG0006105	Source PGD
OG0001017	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
OG0000131	protein serine/threonine kinase activity
OG0006643	glutathione transferase activity
OG0002239	GPCR-chaperone
OG0001467	ABC-2 type transporter
OG0000754	Hydrolyzes ATP, and can also hydrolyze GTP with lower efficiency. Has lower affinity for GTP
OG0000428	ligase regulator activity
OG0006502	Lysine methyltransferase
OG0004548	Belongs to the imidazoleglycerol-phosphate dehydratase family
OG0000395	Belongs to the protein kinase superfamily. Ser Thr protein kinase family
OG0001397	Histone methylation protein DOT1
OG0000515	Metallophosphoesterase domain containing 1
OG0001617	heterogeneous nuclear ribonucleoprotein
OG0000977	DEAD DEAH box helicase
OG0005234	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
OG0001055	Glycine-rich domain-containing protein-like
OG0006972	Iron-binding zinc finger CDGSH type
OG0001898	NADPH quinone reductase
OG0006208	Belongs to the eukaryotic ribosomal protein eL42 family
OG0004136	Domain of unknown function (DUF1977)
OG0005420	Catalyzes the condensation of the acetyl group of acetyl-CoA with 3-methyl-2-oxobutanoate (2-oxoisovalerate) to form 3-carboxy-3-hydroxy-4-methylpentanoate (2-isopropylmalate)
OG0001542	Sugar phosphate phosphate translocator
OG0007537	L-threonine 3-dehydrogenase activity
OG0005318	ABC1 family
OG0007088	violaxanthin de-epoxidase activity
OG0006438	Peptidase m28
OG0007061	Responsible for synthesis of pseudouridine from uracil
OG0005994	GNS1/SUR4 family
OG0005093	Glycosyl transferase, family 25
OG0000937	procollagen-proline 4-dioxygenase activity
OG0006945	ADP-ribosylation factor family
OG0005617	alpha-amylase
OG0000464	protein ubiquitination
OG0003154	Proteasome assembly chaperone 4
OG0000180	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain
OG0006483	Belongs to the glycosyltransferase 8 family
OG0002203	protein localization to cytosolic proteasome complex
OG0002747	RING-H2 finger protein
OG0001483	Belongs to the class-I aminoacyl-tRNA synthetase family
OG0000518	Uncharacterized protein family UPF0004
OG0004207	serine threonine-protein kinase
OG0007373	protein maturation by iron-sulfur cluster transfer
OG0000576	belongs to the protein kinase superfamily
OG0000060	U-box domain-containing protein
OG0000258	Cytochrome b5-like Heme/Steroid binding domain
OG0003069	Belongs to the MT-A70-like family
OG0005646	protein kinase activity
OG0000642	protein deglutamylation
OG0001331	3'-5' exonuclease
OG0004063	Nudix hydrolase
OG0005783	14-3-3 protein
OG0002770	cardiolipin synthase activity
OG0002502	Ribulose-phosphate 3-epimerase
OG0001153	Dimerisation domain
OG0003367	Nuclear cap-binding protein subunit 2
OG0002951	protein conserved in bacteria
OG0003763	phosphatase
OG0005208	Kinesin-like protein
OG0002293	Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB NOP family
OG0000242	Protein kinase domain
OG0005699	calcium-dependent cysteine-type endopeptidase activity
OG0005328	DNA repair protein
OG0003810	Belongs to the ubiquitin-conjugating enzyme family
OG0003912	DnaJ molecular chaperone homology domain
OG0003800	peptidyl-histidine dephosphorylation
OG0005424	Belongs to the peptidase C2 family
OG0005041	Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs.
OG0000006	polyketide synthase
OG0006447	Sorbitol dehydrogenase
OG0007615	Component of the cytochrome b6-f complex, which mediates electron transfer between photosystem II (PSII) and photosystem I (PSI), cyclic electron flow around PSI, and state transitions
OG0000654	Cold-inducible RNA-binding protein
OG0000378	Aminotransferase
OG0004462	calmodulin-dependent cyclic-nucleotide phosphodiesterase activity
OG0002085	Belongs to the DegT DnrJ EryC1 family
OG0002808	chorismate mutase activity
OG0000172	Phosphopantetheine attachment site
OG0005635	Essential for the assembly of the photosystem I (PSI) complex. May act as a chaperone-like factor to guide the assembly of the PSI subunits
OG0001034	Deltex 3, E3 ubiquitin ligase
OG0005604	Chromosome 1 open reading frame 53
OG0000854	arabinosyltransferase ARAD1
OG0003870	Catalyzes the transfer of a phosphate group to glutamate to form L-glutamate 5-phosphate
OG0001344	PFAM Sulfate transporter antisigma-factor antagonist STAS
OG0000676	transcription by RNA polymerase III
OG0003017	this activity may be independent of acetylation activity. Acetylates alpha-tubulin with a slow enzymatic rate, due to a catalytic site that is not optimized for acetyl transfer. Enters the microtubule through each end and diffuses quickly throughout the lumen of microtubules. Acetylates only long old microtubules because of its slow acetylation rate since it does not have time to act on dynamically unstable microtubules before the enzyme is released
OG0000961	Belongs to the 3-hydroxyisobutyrate dehydrogenase family
OG0002554	FKBP-type peptidyl-prolyl cis-trans isomerase
OG0002332	E3 ubiquitin-protein ligase
OG0000867	Prokaryotic RING finger family 4
OG0002969	GTP binding
OG0000036	Belongs to the protein kinase superfamily. Ser Thr protein kinase family
OG0006841	glutathione transferase activity
OG0000518	Threonylcarbamoyladenosine tRNA
OG0000776	Multidrug resistance protein
OG0000508	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane
OG0000408	Ribosomal protein L11 methyltransferase (PrmA)
OG0002146	Ribulose-phosphate 3-epimerase. Source PGD
OG0000774	E3 ubiquitin-protein ligase
OG0005721	nicotinate-nucleotide adenylyltransferase activity
OG0000673	GMC oxidoreductase
OG0000051	IQ and AAA domain-containing protein 1
OG0000649	phosphate ion transmembrane transport
OG0001580	TerD domain
OG0002998	RNA pseudouridylate synthase
OG0000735	Responsible for synthesis of pseudouridine from uracil
OG0000167	PFAM Ion transport
OG0000403	Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism. Adenylate kinase activity is critical for regulation of the phosphate utilization and the AMP de novo biosynthesis pathways
OG0001107	Yip1 domain
OG0004711	beta-endorphin binding
OG0003582	aspartic-type endopeptidase activity
OG0000646	Calcium-binding protein
OG0003621	Oxidoreductase molybdopterin binding
OG0000614	tRNA wybutosine-synthesizing protein 5
OG0005454	Serine aminopeptidase, S33
OG0007475	RNA exonuclease 2
OG0000929	Zinc-binding dehydrogenase
OG0000526	Phosphoenolpyruvate carboxykinase ATP
OG0000267	oxidoreductase activity
OG0001322	Binds the poly(A) tail of mRNA. Appears to be an important mediator of the multiple roles of the poly(A) tail in mRNA biogenesis, stability and translation. In the nucleus, involved in both mRNA cleavage and polyadenylation. Is also required for efficient mRNA export to the cytoplasm. Acts in concert with a poly(A)-specific nuclease (PAN) to affect poly(A) tail shortening, which may occur concomitantly with either nucleocytoplasmic mRNA transport or translational initiation. In the cytoplasm, stimulates translation initiation and regulates mRNA decay through translation termination-coupled poly(A) shortening, probably mediated by PAN (By similarity)
OG0005480	Soluble NSF Attachment Protein (SNAP) Receptor (SNARE). Source PGD
OG0004621	riboflavin transmembrane transporter activity
OG0006509	SET domain-containing protein
OG0000008	DnaJ C terminal domain
OG0001231	Rieske (2Fe-2S) domain
OG0001464	response to arachidonic acid
OG0003374	Catalyzes the 2'-O methylation of guanosine at position 18 in tRNA
OG0003479	Domain of unknown function (DUF296)
OG0003863	protein folding
OG0006852	WD domain, G-beta repeat
OG0000924	Belongs to the protein kinase superfamily
OG0002162	Checkpoint with forkhead and ring finger domains, E3 ubiquitin protein ligase
OG0006504	RING-H2 zinc finger domain
OG0001416	Formylglycine-generating oxidase activity
OG0003059	Anthranilate synthase
OG0003783	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity
OG0000534	Bile acid
OG0000950	Calsequestrin
OG0000317	Catalyzes the transfer of the alpha-amino group from S- adenosyl-L-methionine (SAM) to 7-keto-8-aminopelargonic acid (KAPA) to form 7,8-diaminopelargonic acid (DAPA). It is the only animotransferase known to utilize SAM as an amino donor
OG0004122	-
OG0005860	mRNA transport
OG0001400	Asparaginyl-tRNA synthetase
OG0004519	membrane protein, terc
OG0006609	purine nucleobase transmembrane transporter activity
OG0000781	Ddb1 and cul4 associated factor 13
OG0003000	Alpha beta hydrolase
OG0006454	Chlorophyll A-B binding protein
OG0000828	glucan endo-1,4-beta-glucanase activity, C-3 substituted reducing group
OG0000674	Fatty acid desaturase
OG0002943	Lung seven transmembrane receptor
OG0002983	glucosyltransferase activity
OG0000296	serine threonine-protein kinase
OG0004651	Ubiquitin specific protease 39 isoform 2
OG0006059	Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family
OG0003340	alpha/beta hydrolase fold
OG0007597	Belongs to the 14-3-3 family
OG0004670	Belongs to the short-chain dehydrogenases reductases (SDR) family
OG0005930	homolog subfamily B member
OG0000606	U2 snRNP auxiliary factor
OG0004282	Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins
OG0000627	dihydrolipoyl dehydrogenase activity
OG0003508	O-Methyltransferase
OG0002187	ERAP1-like C-terminal domain
OG0000171	Belongs to the glycosyl hydrolase 1 family
OG0004779	NAD(P)H-binding
OG0007362	U3 small nucleolar RNA-associated protein
OG0000264	sinapyl alcohol dehydrogenase activity
OG0000021	PPPDE putative peptidase domain
OG0001646	cAMP-dependent protein kinase regulator activity
OG0002889	SET and MYND domain-containing protein
OG0000004	protein serine/threonine kinase activity
OG0006779	N-terminal region of glycosyl transferase group 7
OG0006898	Crooked neck-like protein 1
OG0004476	beta-glucuronidase activity
OG0007700	-
OG0001069	60S ribosomal protein L22
OG0004160	UDP-glucuronate 4-epimerase
OG0004976	Oxidoreductase
OG0002961	Sugar-tranasporters, 12 TM
OG0003596	Carboxylesterase family
OG0000918	Photosystem I reaction center subunit IV
OG0006759	HD domain
OG0002363	transferase activity, transferring hexosyl groups
OG0000646	negative regulation of ryanodine-sensitive calcium-release channel activity
OG0001235	N-terminal conserved domain of Nudc.
OG0005504	anaphase-promoting complex-dependent catabolic process
OG0001880	In eubacteria ppGpp (guanosine 3'-diphosphate 5-' diphosphate) is a mediator of the stringent response that coordinates a variety of cellular activities in response to changes in nutritional abundance
OG0005620	acyl-CoA oxidase activity
OG0002302	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides
OG0006839	CGMP-dependent protein kinase. Source PGD
OG0002019	alpha-ketoacid dehydrogenase activity
OG0003254	Splicing factor 3B subunit 1
OG0004904	Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs
OG0006849	clavaminate synthase activity
OG0006690	Involved in transport of proteins from the cis medial- Golgi to the trans-Golgi network
OG0002778	HAD-hyrolase-like
OG0002993	Alpha-glucan water dikinase
OG0005057	Lipopolysaccharide kinase (Kdo/WaaP) family
OG0007698	Baculoviral inhibition of apoptosis protein repeat
OG0007238	Stress responsive A/B Barrel Domain
OG0006755	Protein tyrosine kinase
OG0007332	serine-type endopeptidase activity
OG0001669	WD repeat-containing protein
OG0007438	protein tag
OG0005167	Clathrin heavy chain repeat homology
OG0000733	Alanine-glyoxylate amino-transferase
OG0000817	Belongs to the universal ribosomal protein uL1 family
OG0002521	Transmembrane amino acid transporter protein
OG0004033	short chain dehydrogenase reductase family
OG0005083	EF-hand domain
OG0002511	One of the early assembly proteins it binds 23S rRNA. One of the proteins that surrounds the polypeptide exit tunnel on the outside of the ribosome. Forms the main docking site for trigger factor binding to the ribosome
OG0000352	Histone-lysine N-methyltransferase SMYD3
OG0002251	1,4-dihydroxy-2-naphthoate octaprenyltransferase
OG0003450	D-erythro-sphingosine kinase activity
OG0000568	Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis
OG0000304	Serine/Threonine protein kinases, catalytic domain
OG0006029	Domain in the RNA-binding Lupus La protein; unknown function
OG0005922	O-methyltransferase activity
OG0004194	Source PGD
OG0006838	HAD-hyrolase-like
OG0001401	Psort location Cytoplasmic, score 8.96
OG0003048	CCR4-NOT transcription complex subunit 7. Source PGD
OG0006061	Major facilitator superfamily
OG0002624	RNA trimethylguanosine synthase activity
OG0000018	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides
OG0000230	Belongs to the peroxidase family
OG0001262	Ammonium Transporter Family
OG0000914	serine-type endopeptidase activity
OG0000375	Scavenger receptor Cys-rich
OG0000006	Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP
OG0005228	DNA-directed 5'-3' RNA polymerase activity
OG0002570	prohibitin homologues
OG0004812	unfolded protein binding
OG0002602	Plays a role in vesicular protein sorting
OG0000850	Aldo/keto reductase family
OG0000326	Calcium calmodulin-dependent protein kinase
OG0005535	Serine threonine-protein phosphatase
OG0005622	PFAM O-methyltransferase, family 3
OG0001267	Ubiquinol-cytochrome c reductase iron-sulfur subunit
OG0000764	Belongs to the MIP aquaporin (TC 1.A.8) family
OG0000340	Beta-hexosaminidase
OG0000255	regulation of tocopherol cyclase activity
OG0000813	Regulator of nonsense transcripts 1 homolog
OG0000445	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain
OG0004845	Sperm tail C-terminal domain
OG0000315	Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1- 3 form the functional core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons originating in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B
OG0005159	Haloacid dehalogenase-like hydrolase
OG0003323	Peptidylprolyl isomerase
OG0001148	single-stranded DNA binding
OG0002857	Integral membrane protein TerC
OG0000683	OTU-like cysteine protease
OG0005915	Protein kinase C, theta
OG0006981	branched-chain-amino-acid transaminase activity
OG0004375	3'-5' exonuclease domain-containing protein
OG0007321	jmjC domain-containing protein 8
OG0007159	2OG-Fe(II) oxygenase superfamily
OG0002142	negative regulation of peptidyl-cysteine S-nitrosylation
OG0007690	Non-canonical poly(A) RNA polymerase
OG0006004	cysteamine dioxygenase activity
OG0000005	ATP-dependent microtubule motor activity, plus-end-directed
OG0002024	meiotic spindle elongation
OG0004438	Solute carrier family 37 (glycerol-3-phosphate transporter), member 1
OG0000169	serine threonine protein kinase
OG0007115	It is involved in the biological process described with cobalamin metabolic process
OG0006485	ubiquitin-protein transferase activity
OG0000427	glucose import
OG0007571	ribosomal small subunit assembly
OG0000419	Lipopolysaccharide kinase (Kdo/WaaP) family
OG0003208	peptidyl-prolyl cis-trans isomerase
OG0006840	Source PGD
OG0005415	cysteine-type endopeptidase activity
OG0000676	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates
OG0004442	belongs to the protein kinase superfamily
OG0002564	Binds the poly(A) tail of mRNA
OG0004401	PROCT (NUC072) domain
OG0000123	Belongs to the protein kinase superfamily
OG0006226	Domain of unknown function (DUF4326)
OG0001019	serine racemase
OG0000182	cAMP-dependent protein kinase activity
OG0002074	COG4638 Phenylpropionate dioxygenase and related ring-hydroxylating dioxygenases, large terminal subunit
OG0007171	Chromosome 11 open reading frame 65
OG0004414	nuclear localization sequence binding
OG0002710	COG5285 Protein involved in biosynthesis of mitomycin antibiotics polyketide fumonisin
OG0000608	Belongs to the AAA ATPase family
OG0006568	SEC14-like
OG0005170	uropod organization
OG0006977	ApaG domain
OG0002918	UPF0187 protein At3g61320
OG0006539	Required for 40S ribosome biogenesis. Involved in nucleolar processing of pre-18S ribosomal RNA and ribosome assembly
OG0000105	PFAM major intrinsic protein
OG0000584	Belongs to the MCM family
OG0005507	HI0933-like protein
OG0000635	Ammonium Transporter
OG0006331	serine-type endopeptidase activity
OG0004905	regulation of vesicle fusion
OG0007048	phospholipase c
OG0007310	Fucoxanthin chlorophyll a c
OG0000794	ubiquitin-like protein ligase activity
OG0000923	Hydrolyzes acetyl esters in homogalacturonan regions of pectin. In type I primary cell wall, galacturonic acid residues of pectin can be acetylated at the O-2 and O-3 positions. Decreasing the degree of acetylation of pectin gels in vitro alters their physical properties
OG0001105	DNA-(Apurinic or apyrimidinic site) lyase
OG0004135	Werner syndrome-like exonuclease
OG0000473	SET domain
OG0000033	Alkylated DNA repair protein
OG0004806	Protein BUD31 homolog
OG0000643	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis
OG0000049	DnaJ domain protein
OG0000789	-
OG0003888	RNA recognition motif 2
OG0000039	Belongs to the protein kinase superfamily
OG0003284	Lactonase, 7-bladed beta-propeller
OG0000109	intramolecular oxidoreductase activity, transposing S-S bonds
OG0005704	Cleavage and polyadenylation specificity factor
OG0005316	Mandelate racemase / muconate lactonizing enzyme, C-terminal domain
OG0004258	Catalyzes the third of the four reactions of the long- chain fatty acids elongation cycle. This endoplasmic reticulum- bound enzymatic process, allows the addition of two carbons to the chain of long- and very long-chain fatty acids VLCFAs per cycle. This enzyme catalyzes the dehydration of the 3-hydroxyacyl-CoA intermediate into trans-2,3-enoyl-CoA, within each cycle of fatty acid elongation. Thereby, it participates to the production of VLCFAs of different chain lengths that are involved in multiple biological processes as precursors of membrane lipids and lipid mediators
OG0003258	Protein of unknown function (DUF1624)
OG0000164	protein-cysteine S-palmitoyltransferase activity
OG0001293	Sucrose transport protein
OG0003921	Torus domain
OG0001181	ER lumen protein retaining receptor
OG0006402	peroxisome organization
OG0005268	Inosine-5'-monophosphate dehydrogenase. Source PGD
OG0000265	response to arachidonic acid
OG0001647	beta-galactosidase
OG0001672	Domain of unknown function (DUF1707)
OG0002814	glucosyltransferase activity
OG0004873	cysteine-type peptidase activity
OG0000087	Mannosyltransferase
OG0002426	Thioredoxin
OG0000283	Carbohydrate-binding module 48 (Isoamylase N-terminal domain)
OG0004632	tRNA methyltransferase 11-2 homolog
OG0001680	RNA binding
OG0002404	preribosome binding
OG0005205	transporter
OG0004344	Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family
OG0002784	octopamine biosynthetic process
OG0007529	Calcium-binding protein
OG0000650	COG0654 2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
OG0000972	Protein kinase. Source PGD
OG0001885	ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins
OG0001939	Phosphatidylinositol kinase (PIK-H2). Source PGD
OG0000639	COG0491 Zn-dependent hydrolases, including glyoxylases
OG0005579	triose-phosphate isomerase activity
OG0005634	PFAM Alpha amylase
OG0007365	Serine carboxypeptidase S28
OG0001638	Sulfotransferase
OG0000349	2OG-Fe(II) oxygenase family protein
OG0001393	-
OG0000202	UDP-N-acetylglucosamine catabolic process
OG0003015	Rhomboid family
OG0005673	Belongs to the glycosyltransferase 1 family. Bacterial plant glycogen synthase subfamily
