OG0002766	Durusdinium17035	K14569
OG0000932	Durusdinium17930	K01135
OG0000247	Durusdinium40358	K02471
OG0000965	Durusdinium18563	K01081
OG0003890	Durusdinium24171	K13346
OG0000844	Durusdinium31951	K09255
OG0001546	Durusdinium27936	K02873
OG0007583	Durusdinium41423	K19600
OG0001815	Durusdinium23670	K01130
OG0007687	Durusdinium37247	K19676
OG0007245	Durusdinium49938	K01897
OG0006111	Durusdinium22812	K10398
OG0003590	Durusdinium6380	K14852
OG0003080	Durusdinium18214	K14191
OG0002148	Durusdinium34111	K16264
OG0002365	Durusdinium22863	K03364
OG0001754	Durusdinium27063	K22848
OG0005528	Durusdinium17183	K11855
OG0007197	Durusdinium29763	K13412
OG0004483	Durusdinium3083	K14841
OG0001254	Durusdinium18301	K10455
OG0002335	Durusdinium25294	K15014
OG0004735	Durusdinium33881	K03437
OG0002730	Durusdinium47947	K02896
OG0003608	Durusdinium37630	K22390
OG0002861	Durusdinium41611	K03347
OG0000843	Durusdinium14889	K03699
OG0003546	Durusdinium26932	K13412
OG0001730	Durusdinium44104	K02219
OG0000362	Durusdinium38353	K04957
OG0002689	Durusdinium29183	K03165
OG0000457	Durusdinium41641	K16603
OG0004241	Durusdinium33789	K03515
OG0000478	Durusdinium4645	K10408
OG0004437	Durusdinium18417	K18532
OG0006699	Durusdinium33656	K11835
OG0007389	Durusdinium51843	K17808
OG0000813	Durusdinium20480	K14326
OG0005283	Durusdinium22417	K00128
OG0000328	Durusdinium16320	K02155
OG0004401	Durusdinium39982	K12856
OG0000855	Durusdinium36641	K06694
OG0001241	Durusdinium26065	K12812
OG0000090	Durusdinium34091	K13291
OG0005765	Durusdinium39091	K06677
OG0000379	Durusdinium54913	K22754
OG0007713	Durusdinium42895	K04348
OG0000257	Durusdinium34444	K01953
OG0006021	Durusdinium29716	K10685
OG0000318	Durusdinium10234	K17592
OG0007193	Durusdinium17865	K10768
OG0000546	Durusdinium28832	K12132
OG0001135	Durusdinium10674	K05312
OG0002435	Durusdinium38912	K00274
OG0000008	Durusdinium31320	K03686
OG0002962	Durusdinium31260	K27312
OG0003009	Durusdinium35077	K03215
OG0000244	Durusdinium37046	K12410
OG0004269	Durusdinium54949	K02725
OG0000067	Durusdinium19044	K16290
OG0003817	Durusdinium16376	K03704
OG0003295	Durusdinium35822	K12867
OG0000016	Durusdinium40466	K06180
OG0000834	Durusdinium46715	K00472
OG0006023	Durusdinium36345	K15692
OG0004858	Durusdinium10370	K13207
OG0002890	Durusdinium17784	K27751
OG0000049	Durusdinium28804	K09503
OG0000004	Durusdinium48819	K12132
OG0004383	Durusdinium8004	K15100
OG0003631	Durusdinium31998	K06180
OG0003534	Durusdinium37548	K12132
OG0002880	Durusdinium24806	K17278
OG0000312	Durusdinium32854	K01338
OG0003346	Durusdinium54679	K10733
OG0001319	Durusdinium7644	K13412
OG0001722	Durusdinium9141	K16743
OG0000353	Durusdinium42748	K02183
OG0000021	Durusdinium19910	K22763
OG0000500	Durusdinium31478	K02639
OG0007196	Durusdinium4410	K25166
OG0006476	Durusdinium23252	K12857
OG0002907	Durusdinium31642	K05658
OG0000014	Durusdinium55598	K04382
OG0006234	Durusdinium34429	K12132
OG0005752	Durusdinium22926	K22074
OG0001032	Durusdinium18274	K00077
OG0001265	Durusdinium48820	K03676
OG0000040	Durusdinium22631	K13755
OG0005357	Durusdinium19214	K22763
OG0005290	Durusdinium3507	K06560
OG0001114	Durusdinium37080	K14570
OG0006515	Durusdinium29543	K02178
OG0003969	Durusdinium33664	K20726
OG0001009	Durusdinium24389	K00476
OG0000780	Durusdinium30328	K00967
OG0002391	Durusdinium22845	K15441
OG0003963	Durusdinium9370	K10277
OG0002309	Durusdinium17411	K15332
OG0007131	Durusdinium15196	K12400
OG0000126	Durusdinium41341	K04043
OG0000638	Durusdinium21925	K26544
OG0005292	Durusdinium38100	K02320
OG0006675	Durusdinium20519	K12460
OG0004068	Durusdinium53245	K03165
OG0003543	Durusdinium29909	K13513
OG0000325	Durusdinium49811	K08139
OG0005611	Durusdinium19191	K13292
OG0000002	Durusdinium2509	K17710
OG0002001	Durusdinium26722	K04771
OG0001770	Durusdinium29611	K16601
OG0000048	Durusdinium39388	K17341
OG0001351	Durusdinium21819	K00476
OG0001776	Durusdinium43394	K00820
OG0005940	Durusdinium45866	K07756
OG0003634	Durusdinium9771	K00641
OG0001293	Durusdinium17342	K15378
OG0001869	Durusdinium4273	K06685
OG0001269	Durusdinium4889	K10949
OG0006077	Durusdinium37804	K21358
OG0000474	Durusdinium31420	K04608
OG0000234	Durusdinium55423	K00026
OG0005041	Durusdinium38644	K20242
OG0000097	Durusdinium44814	K10573
OG0002930	Durusdinium46446	K02736
OG0000074	Durusdinium2000	K04885
OG0000460	Durusdinium35464	K09259
OG0003034	Durusdinium11332	K25378
OG0000215	Durusdinium18320	K11085
OG0001100	Durusdinium35341	K13412
OG0000754	Durusdinium19021	K19788
OG0004123	Durusdinium17319	K14457
OG0005213	Durusdinium19572	K15731
OG0002675	Durusdinium39848	K04550
OG0004822	Durusdinium25253	K04885
OG0002217	Durusdinium16282	K12460
OG0004722	Durusdinium32603	K08246
OG0001950	Durusdinium40842	K02634
OG0003529	Durusdinium2937	K18272
OG0000181	Durusdinium7781	K07151
OG0004643	Durusdinium31898	K04409
OG0007606	Durusdinium50337	K15111
OG0000088	Durusdinium24073	K07376
OG0006203	Durusdinium25263	K05516
OG0005620	Durusdinium22539	K00232
OG0005385	Durusdinium7455	K00471
OG0001317	Durusdinium15514	K08341
OG0007347	Durusdinium32665	K15634
OG0005262	Durusdinium29071	K25388
OG0000303	Durusdinium30606	K00734
OG0000199	Durusdinium11584	K06180
OG0007383	Durusdinium25268	K15637
OG0006548	Durusdinium29150	K04930
OG0005617	Durusdinium4434	K01176
OG0000430	Durusdinium39926	K07376
OG0001416	Durusdinium35690	K18912
OG0006755	Durusdinium22590	K04371
OG0000057	Durusdinium19204	K04421
OG0001988	Durusdinium24664	K21440
OG0002133	Durusdinium3636	K02738
OG0002812	Durusdinium47050	K24104
OG0002237	Durusdinium26536	K05021
OG0001298	Durusdinium27245	K22614
OG0001585	Durusdinium28027	K15445
OG0007513	Durusdinium25563	K13750
OG0000171	Durusdinium1906	K01188
OG0000780	Durusdinium22642	K00967
OG0007286	Durusdinium25267	K04459
OG0001251	Durusdinium32033	K23009
OG0005687	Durusdinium38266	K17301
OG0000004	Durusdinium25685	K13412
OG0002571	Durusdinium12223	K08798
OG0004419	Durusdinium672	K18819
OG0000311	Durusdinium33343	K23424
OG0000057	Durusdinium35838	K20606
OG0000257	Durusdinium26950	K01953
OG0005223	Durusdinium26528	K07198
OG0000158	Durusdinium37945	K00002
OG0006917	Durusdinium642	K04420
OG0003164	Durusdinium18286	K00281
OG0000306	Durusdinium39478	K14439
OG0002383	Durusdinium38716	K03777
OG0001307	Durusdinium34856	K01130
OG0006344	Durusdinium54608	K12948
OG0004614	Durusdinium35575	K15085
OG0000025	Durusdinium38224	K07937
OG0001467	Durusdinium51785	K05681
OG0000195	Durusdinium33851	K17535
OG0006587	Durusdinium5366	K24512
OG0004041	Durusdinium21504	K15377
OG0000466	Durusdinium15393	K17341
OG0000996	Durusdinium33907	K11450
OG0000426	Durusdinium15960	K00476
OG0005308	Durusdinium34469	K19525
OG0003980	Durusdinium35206	K00602
OG0000654	Durusdinium29866	K14411
OG0006489	Durusdinium55139	K18041
OG0000763	Durusdinium38033	K14379
OG0001309	Durusdinium31289	K14079
OG0005115	Durusdinium32937	K14696
OG0002305	Durusdinium6550	K19953
OG0000008	Durusdinium36703	K03686
OG0007100	Durusdinium41603	K02146
OG0003361	Durusdinium20167	K22614
OG0001673	Durusdinium9767	K02691
OG0000714	Durusdinium28369	K21989
OG0000616	Durusdinium41710	K08568
OG0002507	Durusdinium27473	K11437
OG0002541	Durusdinium12826	K04885
OG0005211	Durusdinium12531	K01770
OG0000354	Durusdinium3228	K19704
OG0000202	Durusdinium38398	K00726
OG0002750	Durusdinium38581	K20872
OG0000003	Durusdinium27537	K09259
OG0000909	Durusdinium1600	K01855
OG0001317	Durusdinium52045	K08341
OG0005643	Durusdinium54271	K07874
OG0001519	Durusdinium475	K23733
OG0000068	Durusdinium22897	K16290
OG0002354	Durusdinium37220	K12166
OG0003815	Durusdinium3094	K02726
OG0001651	Durusdinium41146	K14713
OG0000164	Durusdinium17432	K20028
OG0002059	Durusdinium27820	K24524
OG0004733	Durusdinium36995	K03188
OG0000156	Durusdinium40940	K10407
OG0000500	Durusdinium9677	K02639
OG0001457	Durusdinium7097	K12603
OG0001650	Durusdinium41364	K00615
OG0004542	Durusdinium29523	K19696
OG0003729	Durusdinium46568	K03679
OG0006259	Durusdinium6908	K17609
OG0005983	Durusdinium25474	K15446
OG0002364	Durusdinium17114	K03327
OG0007603	Durusdinium38746	K10426
OG0006825	Durusdinium1270	K24997
OG0007242	Durusdinium19398	K19613
OG0007028	Durusdinium49813	K01692
OG0003425	Durusdinium2626	K05929
OG0001234	Durusdinium13257	K14338
OG0002053	Durusdinium39499	K14944
OG0005902	Durusdinium20542	K15175
OG0001550	Durusdinium6699	K25587
OG0000321	Durusdinium25169	K20242
OG0003315	Durusdinium17677	K02328
OG0000189	Durusdinium13846	K12430
OG0004679	Durusdinium46082	K08963
OG0002922	Durusdinium16900	K11097
OG0000020	Durusdinium52289	K12823
OG0007644	Durusdinium31415	K25861
OG0003864	Durusdinium21555	K11209
OG0002435	Durusdinium14404	K00274
OG0000078	Durusdinium13768	K09628
OG0001310	Durusdinium34676	K00592
OG0001611	Durusdinium32219	K19269
OG0004632	Durusdinium42138	K15448
OG0003393	Durusdinium30242	K01376
OG0006205	Durusdinium26408	K01569
OG0000020	Durusdinium33450	K11594
OG0000005	Durusdinium29836	K17914
OG0000506	Durusdinium24516	K11098
OG0003323	Durusdinium43381	K01802
OG0001201	Durusdinium43481	K02924
OG0000167	Durusdinium26605	K04849
OG0002559	Durusdinium21475	K00898
OG0007268	Durusdinium29185	K17609
OG0000627	Durusdinium8995	K00382
OG0007082	Durusdinium24703	K09488
OG0006236	Durusdinium7890	K20300
OG0000086	Durusdinium34524	K10352
OG0005458	Durusdinium49157	K10358
OG0000351	Durusdinium37563	K15276
OG0002085	Durusdinium30625	K13010
OG0002575	Durusdinium49049	K03841
OG0002162	Durusdinium41143	K10644
OG0005572	Durusdinium7871	K08281
OG0002491	Durusdinium36037	K10872
OG0000098	Durusdinium46423	K09571
OG0000142	Durusdinium9622	K15377
OG0006833	Durusdinium20206	K08585
OG0006565	Durusdinium45547	K12871
OG0006171	Durusdinium22730	K14721
OG0001170	Durusdinium23599	K07560
OG0006389	Durusdinium38091	K26678
OG0000040	Durusdinium19451	K13755
OG0000021	Durusdinium20567	K22763
OG0000265	Durusdinium52123	K04460
OG0004815	Durusdinium36155	K00922
OG0003254	Durusdinium46460	K12828
OG0007694	Durusdinium17274	K16726
OG0001591	Durusdinium52106	K25656
OG0001324	Durusdinium19213	K14947
OG0000638	Durusdinium23372	K26544
OG0006880	Durusdinium30585	K00799
OG0000850	Durusdinium39650	K13981
OG0000972	Durusdinium1033	K04373
OG0006085	Durusdinium38487	K15276
OG0000692	Durusdinium43834	K26236
OG0001063	Durusdinium39318	K08624
OG0001905	Durusdinium20265	K03372
OG0001675	Durusdinium43285	K01462
OG0004435	Durusdinium18481	K02886
OG0002541	Durusdinium5538	K04886
OG0000063	Durusdinium29431	K00545
OG0000954	Durusdinium39105	K22684
OG0001567	Durusdinium2382	K01363
OG0007584	Durusdinium19126	K19751
OG0000161	Durusdinium42977	K02183
OG0000954	Durusdinium9161	K22684
OG0005682	Durusdinium29041	K10260
OG0003367	Durusdinium20478	K12883
OG0004464	Durusdinium7217	K08794
OG0004853	Durusdinium40872	K12874
OG0006100	Durusdinium40418	K01176
OG0001270	Durusdinium27743	K01883
OG0003006	Durusdinium11947	K23490
OG0007708	Durusdinium15715	K06207
OG0002342	Durusdinium31140	K09582
OG0000943	Durusdinium14239	K03932
OG0000623	Durusdinium53567	K09503
OG0005060	Durusdinium51818	K00799
OG0003191	Durusdinium52692	K12195
OG0005409	Durusdinium26025	K08794
OG0005997	Durusdinium11105	K08827
OG0000959	Durusdinium38113	K09255
OG0002168	Durusdinium29177	K15505
OG0001333	Durusdinium54677	K08739
OG0000005	Durusdinium31346	K10400
OG0001399	Durusdinium7669	K08864
OG0006181	Durusdinium47302	K13107
OG0005553	Durusdinium30992	K10768
OG0004874	Durusdinium40163	K08827
OG0005813	Durusdinium17394	K21989
OG0004682	Durusdinium587	K11883
OG0000150	Durusdinium26823	K15692
OG0002464	Durusdinium32553	K03437
OG0006847	Durusdinium25413	K08998
OG0000025	Durusdinium1061	K07942
OG0001641	Durusdinium29392	K27391
OG0000008	Durusdinium37170	K05516
OG0001522	Durusdinium49151	K03267
OG0002717	Durusdinium37787	K18423
OG0003376	Durusdinium36551	K11976
OG0000375	Durusdinium33507	K17300
OG0006909	Durusdinium11309	K03259
OG0000205	Durusdinium23438	K17710
OG0001607	Durusdinium32471	K17616
OG0001522	Durusdinium25643	K14416
OG0003203	Durusdinium34147	K10967
OG0000587	Durusdinium18730	K03321
OG0000613	Durusdinium31540	K01491
OG0005922	Durusdinium34160	K16219
OG0002326	Durusdinium31630	K09553
OG0000254	Durusdinium25789	K10408
OG0005072	Durusdinium878	K10843
OG0000924	Durusdinium5349	K12132
OG0001078	Durusdinium51841	K00476
OG0002031	Durusdinium54552	K06627
OG0003363	Durusdinium26429	K13289
OG0000618	Durusdinium34212	K08855
OG0005346	Durusdinium30518	K12822
OG0001157	Durusdinium37339	K10899
OG0007227	Durusdinium21660	K18055
OG0006450	Durusdinium29306	K22647
OG0006382	Durusdinium30695	K03424
OG0002719	Durusdinium2987	K16748
OG0006944	Durusdinium39810	K10875
OG0004768	Durusdinium26617	K04954
OG0004187	Durusdinium28563	K20793
OG0000148	Durusdinium23003	K01379
OG0002953	Durusdinium19254	K14807
OG0001959	Durusdinium5462	K13448
OG0002946	Durusdinium39901	K11517
OG0001025	Durusdinium39188	K01768
OG0001404	Durusdinium43398	K13066
OG0004221	Durusdinium28605	K00700
OG0003287	Durusdinium8643	K02471
OG0001526	Durusdinium41898	K24205
OG0007699	Durusdinium52709	K10251
OG0006621	Durusdinium17264	K10380
OG0002457	Durusdinium41971	K01586
OG0005011	Durusdinium39536	K00850
OG0000011	Durusdinium52038	K08857
OG0000681	Durusdinium860	K01661
OG0002798	Durusdinium32903	K04952
OG0002381	Durusdinium25026	K09454
OG0000392	Durusdinium33266	K12410
OG0006050	Durusdinium52587	K01805
OG0001193	Durusdinium43065	K11131
OG0000029	Durusdinium31073	K04908
OG0000113	Durusdinium41427	K19584
OG0004137	Durusdinium41552	K02606
OG0003835	Durusdinium14818	K02935
OG0003999	Durusdinium17155	K19656
OG0002829	Durusdinium39308	K02349
OG0000633	Durusdinium41597	K22763
OG0001586	Durusdinium37499	K03455
OG0005208	Durusdinium15269	K10394
OG0002993	Durusdinium37708	K08244
OG0000761	Durusdinium49433	K07305
OG0000019	Durusdinium4611	K18422
OG0002511	Durusdinium35870	K02893
OG0007518	Durusdinium23234	K05841
OG0007327	Durusdinium37912	K27277
OG0003062	Durusdinium19769	K07198
OG0002429	Durusdinium39088	K19525
OG0000234	Durusdinium49816	K00026
OG0002373	Durusdinium47391	K20367
OG0007652	Durusdinium37941	K04460
OG0005887	Durusdinium25005	K15272
OG0000208	Durusdinium35356	K22745
OG0006563	Durusdinium17393	K04950
OG0004163	Durusdinium31703	K14379
OG0003567	Durusdinium24875	K25395
OG0002865	Durusdinium40815	K23029
OG0004955	Durusdinium54702	K10485
OG0000780	Durusdinium26462	K00967
OG0004639	Durusdinium30964	K14206
OG0002844	Durusdinium20517	K12608
OG0000216	Durusdinium29894	K10614
OG0005544	Durusdinium26166	K17816
OG0001190	Durusdinium23596	K02440
OG0003883	Durusdinium37993	K15306
OG0003559	Durusdinium22857	K18406
OG0000016	Durusdinium38965	K06180
OG0006262	Durusdinium38686	K00856
OG0006481	Durusdinium19046	K00084
OG0000088	Durusdinium49188	K07376
OG0004175	Durusdinium3817	K09571
OG0001531	Durusdinium52840	K00856
OG0001053	Durusdinium16387	K25550
OG0002800	Durusdinium38975	K14411
OG0000881	Durusdinium15678	K14079
OG0003619	Durusdinium44074	K09537
OG0005370	Durusdinium29537	K07910
OG0007531	Durusdinium43747	K07759
OG0004784	Durusdinium2893	K14457
OG0000039	Durusdinium28711	K02087
OG0000208	Durusdinium10441	K22745
OG0007219	Durusdinium3786	K06989
OG0000373	Durusdinium31937	K03235
OG0000871	Durusdinium36203	K17584
OG0003908	Durusdinium55564	K12872
OG0000335	Durusdinium24431	K05665
OG0000682	Durusdinium49191	K15042
OG0003913	Durusdinium18161	K03321
OG0002009	Durusdinium23338	K25475
OG0001655	Durusdinium21592	K22133
OG0005767	Durusdinium17121	K07968
OG0000320	Durusdinium20050	K13126
OG0006720	Durusdinium35941	K08723
OG0002363	Durusdinium30745	K00699
OG0000337	Durusdinium5806	K02918
OG0005495	Durusdinium8668	K10357
OG0006602	Durusdinium46723	K02202
OG0005059	Durusdinium14913	K04739
OG0002036	Durusdinium24811	K22762
OG0000008	Durusdinium17572	K03686
OG0001945	Durusdinium13343	K04799
OG0004559	Durusdinium29381	K17600
OG0006918	Durusdinium51864	K13566
OG0002523	Durusdinium10468	K24728
OG0007739	Durusdinium22408	K24925
OG0001674	Durusdinium52570	K22684
OG0005696	Durusdinium24158	K01076
OG0000008	Durusdinium18623	K03686
OG0001540	Durusdinium42959	K11703
OG0000018	Durusdinium5807	K09566
OG0006467	Durusdinium39284	K07903
OG0002242	Durusdinium6758	K20184
OG0003334	Durusdinium22517	K06972
OG0000546	Durusdinium24744	K04365
OG0006606	Durusdinium824	K06207
OG0003369	Durusdinium428	K23438
OG0004992	Durusdinium39946	K06642
OG0002718	Durusdinium6606	K15305
OG0000139	Durusdinium20377	K00710
OG0004809	Durusdinium29636	K19036
OG0001438	Durusdinium52251	K13696
OG0000361	Durusdinium33099	K10615
OG0002908	Durusdinium16295	K10860
OG0002817	Durusdinium41268	K23490
OG0002109	Durusdinium3585	K11412
OG0000161	Durusdinium29603	K16465
OG0000533	Durusdinium41380	K10534
OG0001321	Durusdinium37075	K03437
OG0001556	Durusdinium11220	K00972
OG0002425	Durusdinium34841	K00799
OG0000005	Durusdinium38171	K10406
OG0001153	Durusdinium7195	K00543
OG0006779	Durusdinium25627	K00733
OG0001105	Durusdinium19165	K01142
OG0000105	Durusdinium38712	K09874
OG0003241	Durusdinium49484	K16540
OG0007088	Durusdinium33799	K09839
OG0006754	Durusdinium42186	K09571
OG0000441	Durusdinium32463	K03924
OG0005810	Durusdinium6999	K14165
OG0000028	Durusdinium39825	K23330
OG0004443	Durusdinium18033	K00381
OG0006392	Durusdinium35510	K02210
OG0000003	Durusdinium2147	K09255
OG0002597	Durusdinium14680	K19619
OG0003629	Durusdinium51617	K11530
OG0005457	Durusdinium19809	K14996
OG0001124	Durusdinium1645	K04345
OG0001497	Durusdinium54671	K13412
OG0000014	Durusdinium33514	K06269
OG0000213	Durusdinium19431	K22857
OG0007704	Durusdinium36902	K00796
OG0000195	Durusdinium33503	K12132
OG0001436	Durusdinium20703	K15015
OG0001466	Durusdinium32294	K19600
OG0005657	Durusdinium856	K23789
OG0005546	Durusdinium44103	K09571
OG0001439	Durusdinium12047	K15103
OG0005663	Durusdinium49051	K01814
OG0002797	Durusdinium817	K15111
OG0000209	Durusdinium38311	K14440
OG0000588	Durusdinium49047	K16780
OG0000593	Durusdinium45115	K02971
OG0001262	Durusdinium38458	K03320
OG0007143	Durusdinium8936	K08869
OG0000356	Durusdinium35995	K08292
OG0004636	Durusdinium27261	K12189
OG0000431	Durusdinium24611	K10455
OG0006546	Durusdinium24528	K01711
OG0002131	Durusdinium52463	K24392
OG0000130	Durusdinium40926	K00134
OG0000924	Durusdinium8958	K12132
OG0001513	Durusdinium38660	K01775
OG0007040	Durusdinium38214	K24485
OG0006045	Durusdinium8059	K16749
OG0000508	Durusdinium28593	K03070
OG0001331	Durusdinium17776	K18740
OG0001379	Durusdinium31403	K02156
OG0004530	Durusdinium34031	K14794
OG0002854	Durusdinium32977	K12132
OG0000139	Durusdinium40394	K00710
OG0002668	Durusdinium33045	K02206
OG0000633	Durusdinium37735	K22763
OG0000904	Durusdinium46936	K19499
OG0004572	Durusdinium36577	K14558
OG0005493	Durusdinium49708	K04460
OG0003039	Durusdinium41280	K11262
OG0005756	Durusdinium20098	K00928
OG0000212	Durusdinium38953	K00706
OG0000592	Durusdinium29613	K03327
OG0001245	Durusdinium31908	K19499
OG0007361	Durusdinium24018	K00898
OG0004698	Durusdinium2749	K01285
OG0001253	Durusdinium11659	K01534
OG0002318	Durusdinium47082	K19519
OG0000419	Durusdinium9987	K08794
OG0001575	Durusdinium44137	K03119
OG0001955	Durusdinium38093	K01623
OG0000911	Durusdinium32525	K11136
OG0001764	Durusdinium14915	K12845
OG0000449	Durusdinium39119	K03164
OG0001745	Durusdinium15683	K00276
OG0004728	Durusdinium36256	K14293
OG0000087	Durusdinium35645	K22721
OG0000145	Durusdinium24974	K01076
OG0000011	Durusdinium46157	K08857
OG0006787	Durusdinium29773	K00327
OG0000096	Durusdinium54568	K10147
OG0001582	Durusdinium24482	K15382
OG0007341	Durusdinium35951	K15377
OG0002996	Durusdinium2336	K22686
OG0003859	Durusdinium43590	K03265
OG0002656	Durusdinium38461	K01934
OG0000011	Durusdinium46421	K12132
OG0000066	Durusdinium25475	K17499
OG0003050	Durusdinium35098	K03235
OG0001014	Durusdinium6560	K13719
OG0000627	Durusdinium20131	K00382
OG0006472	Durusdinium29744	K09014
OG0000947	Durusdinium5121	K17943
OG0003152	Durusdinium9961	K06180
OG0003069	Durusdinium54929	K05925
OG0004767	Durusdinium27328	K25877
OG0000256	Durusdinium5033	K06631
OG0000777	Durusdinium55764	K20031
OG0000019	Durusdinium26602	K14326
OG0001131	Durusdinium32590	K10592
OG0005051	Durusdinium14645	K02727
OG0006686	Durusdinium24463	K04460
OG0002803	Durusdinium46162	K14411
OG0004852	Durusdinium33999	K10841
OG0002680	Durusdinium7545	K00652
OG0004910	Durusdinium26685	K01016
OG0005628	Durusdinium27873	K01202
OG0002944	Durusdinium17858	K02078
OG0002651	Durusdinium41896	K09592
OG0000132	Durusdinium46375	K01673
OG0000403	Durusdinium40328	K00939
OG0004270	Durusdinium46148	K12177
OG0003195	Durusdinium39508	K16777
OG0004973	Durusdinium33905	K00898
OG0003524	Durusdinium29696	K01586
OG0000481	Durusdinium40678	K21440
OG0003561	Durusdinium40564	K03403
OG0001617	Durusdinium25334	K12898
OG0002903	Durusdinium31477	K10446
OG0005445	Durusdinium29820	K17087
OG0000968	Durusdinium38202	K11838
OG0002874	Durusdinium22777	K00135
OG0004720	Durusdinium18196	K00826
OG0003518	Durusdinium35559	K01196
OG0001901	Durusdinium5120	K05309
OG0000003	Durusdinium41033	K10457
OG0006767	Durusdinium43389	K09502
OG0003084	Durusdinium51747	K09497
OG0002081	Durusdinium27455	K02492
OG0000083	Durusdinium28378	K17341
OG0000210	Durusdinium42778	K14297
OG0000918	Durusdinium38501	K02693
OG0003034	Durusdinium54736	K03853
OG0000896	Durusdinium30696	K17890
OG0000207	Durusdinium15509	K12492
OG0003069	Durusdinium19177	K23960
OG0000413	Durusdinium48796	K06515
OG0005414	Durusdinium26467	K19603
OG0002735	Durusdinium10172	K03246
OG0002411	Durusdinium49939	K17279
OG0002566	Durusdinium20826	K24956
OG0000418	Durusdinium55951	K04554
OG0002515	Durusdinium42989	K02355
OG0005842	Durusdinium4802	K11092
OG0001675	Durusdinium20716	K01462
OG0003454	Durusdinium4881	K11592
OG0000652	Durusdinium27684	K08269
OG0001494	Durusdinium24822	K09649
OG0000645	Durusdinium7315	K14684
OG0003961	Durusdinium19736	K20031
OG0003255	Durusdinium26265	K04040
OG0003688	Durusdinium10698	K18327
OG0000431	Durusdinium43415	K10457
OG0006514	Durusdinium46096	K12829
OG0001053	Durusdinium27475	K25550
OG0001144	Durusdinium33834	K09569
OG0003989	Durusdinium37868	K03686
OG0001060	Durusdinium7279	K07126
OG0000053	Durusdinium28619	K08960
OG0006834	Durusdinium52458	K21768
OG0004685	Durusdinium40946	K08907
OG0002254	Durusdinium54543	K12304
OG0000148	Durusdinium4762	K01379
OG0000074	Durusdinium9006	K04885
OG0001819	Durusdinium52384	K00228
OG0006285	Durusdinium3002	K25230
OG0001292	Durusdinium36727	K00783
OG0006107	Durusdinium13244	K10949
OG0000016	Durusdinium34617	K06180
OG0000011	Durusdinium46691	K08857
OG0002602	Durusdinium34275	K18468
OG0001347	Durusdinium32226	K12349
OG0003146	Durusdinium44219	K09660
OG0000584	Durusdinium7463	K02540
OG0007654	Durusdinium49990	K26752
OG0002498	Durusdinium25706	K09571
OG0006242	Durusdinium25485	K07583
OG0000442	Durusdinium15501	K24512
OG0001438	Durusdinium49955	K13696
OG0003871	Durusdinium32109	K25686
OG0000934	Durusdinium15744	K08242
OG0005510	Durusdinium23171	K09699
OG0005693	Durusdinium35688	K10277
OG0002670	Durusdinium55585	K03868
OG0000362	Durusdinium28082	K04955
OG0000502	Durusdinium447	K17681
OG0005949	Durusdinium17222	K03327
OG0003395	Durusdinium28653	K00472
OG0002996	Durusdinium1587	K22686
OG0001968	Durusdinium17649	K05605
OG0004781	Durusdinium23508	K11127
OG0004593	Durusdinium24764	K06180
OG0001659	Durusdinium38270	K03439
OG0003750	Durusdinium34366	K10407
OG0003686	Durusdinium29082	K18764
OG0000135	Durusdinium14187	K09255
OG0000296	Durusdinium33369	K12132
OG0001519	Durusdinium49013	K23732
OG0004745	Durusdinium34904	K04459
OG0002882	Durusdinium48719	K02900
OG0000005	Durusdinium22234	K26157
OG0002046	Durusdinium38822	K11187
OG0000002	Durusdinium31967	K17710
OG0000474	Durusdinium41324	K04604
OG0000468	Durusdinium40398	K00574
OG0000397	Durusdinium9349	K14963
OG0000130	Durusdinium48704	K00134
OG0005707	Durusdinium4316	K12450
OG0000948	Durusdinium25022	K02945
OG0007517	Durusdinium19699	K00225
OG0002992	Durusdinium24581	K27538
OG0006888	Durusdinium3992	K02183
OG0005538	Durusdinium12203	K09861
OG0007716	Durusdinium32293	K00485
OG0004180	Durusdinium32578	K12613
OG0001152	Durusdinium19452	K12842
OG0003916	Durusdinium8385	K14324
OG0000856	Durusdinium18217	K08808
OG0007078	Durusdinium30833	K00383
OG0000085	Durusdinium24560	K17943
OG0001126	Durusdinium4348	K01641
OG0001175	Durusdinium29217	K14648
OG0000142	Durusdinium13792	K15377
OG0003553	Durusdinium28588	K02728
OG0002878	Durusdinium42913	K03627
OG0005918	Durusdinium30120	K01507
OG0005294	Durusdinium12706	K00670
OG0002488	Durusdinium26276	K22763
OG0000883	Durusdinium19340	K01897
OG0000260	Durusdinium29821	K11416
OG0000826	Durusdinium36141	K12603
OG0001115	Durusdinium34742	K21989
OG0002018	Durusdinium1285	K17710
OG0007356	Durusdinium12811	K10949
OG0003770	Durusdinium52468	K00762
OG0000019	Durusdinium32550	K14326
OG0000482	Durusdinium17831	K24756
OG0002444	Durusdinium52668	K18740
OG0004963	Durusdinium23772	K01760
OG0000167	Durusdinium41109	K04842
OG0001128	Durusdinium40827	K12035
OG0005340	Durusdinium22331	K01535
OG0004018	Durusdinium49391	K01379
OG0005837	Durusdinium30555	K07517
OG0000640	Durusdinium2365	K02471
OG0004812	Durusdinium33654	K03544
OG0005040	Durusdinium24441	K05034
OG0001202	Durusdinium15317	K01210
OG0005128	Durusdinium17325	K14944
OG0000770	Durusdinium13430	K16675
OG0001073	Durusdinium39986	K12460
OG0001418	Durusdinium40225	K05849
