OG0005813	K06630
OG0004910	K18643
OG0003845	K07910
OG0005368	K00249
OG0000542	K11000
OG0007252	K00486
OG0007217	K22762
OG0004231	K02603
OG0000146	K06694
OG0001379	K14610
OG0003276	K10407
OG0009454	K15732
OG0002696	K17081
OG0001984	K00002
OG0008911	K01358
OG0005183	K04797
OG0005391	K10875
OG0009643	K06670
OG0000124	K09580
OG0003307	K03500
OG0005761	K13102
OG0005671	K01515
OG0008530	K00382
OG0000085	K02218
OG0006612	K10799
OG0010057	K00025
OG0006101	K15541
OG0008713	K21813
OG0001264	K21867
OG0002703	K14561
OG0003564	K09580
OG0009941	K16726
OG0010016	K11323
OG0008636	K06180
OG0001931	K12486
OG0001280	K10590
OG0000439	K01769
OG0001779	K02493
OG0006610	K03327
OG0005396	K01001
OG0002340	K13412
OG0002901	K14821
OG0009808	K18726
OG0007970	K16794
OG0009130	K00605
OG0006345	K13513
OG0006652	K12184
OG0000032	K13807
OG0001277	K24205
OG0006088	K25616
OG0005859	K21989
OG0008158	K00059
OG0004755	K20031
OG0001419	K10799
OG0002111	K10380
OG0005657	K11713
OG0007712	K09568
OG0002245	K00799
OG0002556	K16185
OG0000252	K22745
OG0007156	K01715
OG0001520	K04499
OG0006842	K02857
OG0005902	K11434
OG0003172	K09259
OG0009725	K06941
OG0008242	K09568
OG0007300	K02537
OG0002100	K12132
OG0003074	K03686
OG0000671	K07636
OG0007676	K14663
OG0005849	K00710
OG0000404	K04851
OG0007365	K08214
OG0009567	K12847
OG0007552	K14457
OG0001223	K01179
OG0000401	K03061
OG0009389	K15443
OG0009176	K01208
OG0005853	K07937
OG0002640	K12581
OG0003737	K00476
OG0003502	K00485
OG0002063	K21918
OG0000570	K09578
OG0007040	K12132
OG0002074	K00058
OG0001549	K14326
OG0008938	K10585
OG0002246	K11481
OG0010021	K17508
OG0003758	K05110
OG0010148	K03929
OG0009654	K14548
OG0009351	K03741
OG0002148	K00306
OG0004050	K01190
OG0003057	K11323
OG0003870	K15779
OG0006663	K01783
OG0005211	K00789
OG0009017	K06990
OG0002337	K01880
OG0007396	K02183
OG0009445	K05812
OG0000677	K19801
OG0005586	K02183
OG0000931	K11816
OG0006055	K10594
OG0010108	K23518
OG0003908	K13717
OG0005173	K03824
OG0002183	K00558
OG0002045	K27751
OG0000449	K05349
OG0005678	K10280
OG0003085	K01076
OG0000329	K27084
OG0001837	K01892
OG0003095	K11989
OG0010132	K23628
OG0002826	K00939
OG0001452	K05632
OG0000077	K18753
OG0007662	K10615
OG0005346	K10391
OG0000052	K23330
OG0005535	K13984
OG0001417	K09571
OG0006567	K15042
OG0001648	K24543
OG0000863	K04838
OG0003152	K10380
OG0007383	K17341
OG0003458	K04460
OG0002216	K09649
OG0004142	K18914
OG0003053	K03234
OG0007406	K05791
OG0007480	K03972
OG0000253	K04955
OG0005207	K19626
OG0007540	K06184
OG0002838	K21989
OG0006615	K05869
OG0009160	K12195
OG0000020	K04951
OG0008883	K00287
OG0001581	K09511
OG0008241	K21862
OG0003051	K03553
OG0006771	K01392
OG0007963	K11494
OG0008924	K00626
OG0001027	K21806
OG0004115	K19603
OG0007528	K00837
OG0001924	K15277
OG0001693	K25230
OG0000364	K01395
OG0004705	K00793
OG0008397	K11412
OG0005493	K02685
OG0006591	K22684
OG0004335	K14213
OG0001333	K12483
OG0008603	K06178
OG0002987	K15639
OG0000672	K24047
OG0000187	K12877
OG0006472	K10610
OG0000848	K15505
OG0005672	K02887
OG0000049	K10413
OG0008462	K13026
OG0004788	K03130
OG0001907	K01275
OG0001323	K13177
OG0008085	K15336
OG0002359	K09571
OG0003475	K04739
OG0000617	K12231
OG0000773	K10587
OG0002240	K09553
OG0006664	K24611
OG0007191	K02528
OG0010084	K01510
OG0004294	K13566
OG0003574	K08794
OG0007307	K17732
OG0000850	K03046
OG0004708	K22949
OG0006163	K04456
OG0003331	K11826
OG0002319	K03327
OG0001204	K03010
OG0001819	K10949
OG0001535	K08794
OG0003929	K10524
OG0000044	K04855
OG0002593	K09843
OG0006995	K10849
OG0001946	K04373
OG0004016	K17766
OG0009828	K08808
OG0006999	K13119
OG0000328	K02872
OG0006416	K19367
OG0000236	K21442
OG0003598	K12132
OG0003730	K08808
OG0009652	K09579
OG0008535	K09502
OG0000688	K10599
OG0009845	K10390
OG0003310	K01081
OG0002351	K13979
OG0008659	K08516
OG0001750	K01053
OG0009997	K01112
OG0008042	K09540
OG0008425	K00876
OG0006773	K08906
OG0008060	K10590
OG0002847	K18980
OG0003407	K22991
OG0000178	K13207
OG0000585	K04605
OG0000650	K16465
OG0004371	K15654
OG0000613	K01354
OG0003526	K09142
OG0002369	K23565
OG0004317	K01534
OG0002618	K11744
OG0002802	K14641
OG0006996	K09660
OG0004304	K23541
OG0005273	K22721
OG0007701	K06630
OG0006257	K19765
OG0006536	K13412
OG0007402	K19025
OG0004485	K05292
OG0008904	K01193
OG0008841	K01488
OG0002343	K13207
OG0008221	K24992
OG0005139	K23564
OG0005934	K14413
OG0008315	K08876
OG0000292	K11849
OG0008539	K15377
OG0009057	K04373
OG0001378	K08840
OG0003746	K14674
OG0004944	K08151
OG0006892	K17362
OG0007279	K09571
OG0007799	K19613
OG0006118	K03327
OG0002969	K13171
OG0009925	K05337
OG0009660	K00889
OG0002527	K06948
OG0005303	K06221
OG0008155	K16290
OG0008783	K00794
OG0000751	K00726
OG0001158	K10400
OG0008624	K17803
OG0002591	K11323
OG0005331	K08151
OG0003574	K08803
OG0006938	K04420
OG0004436	K09549
OG0008920	K23858
OG0001445	K05034
OG0002730	K13606
OG0005867	K05609
OG0005107	K12323
OG0008363	K16911
OG0002388	K15665
OG0002275	K16675
OG0000128	K10875
OG0007340	K25792
OG0006487	K12662
OG0009007	K03686
OG0009916	K09613
OG0006457	K18342
OG0000544	K17710
OG0002619	K05766
OG0003370	K08269
OG0001081	K10747
OG0000285	K18798
OG0004366	K13412
OG0008937	K14004
OG0007325	K02260
OG0005385	K15335
OG0001026	K03671
OG0009929	K19953
OG0001682	K15210
OG0000589	K04563
OG0008379	K15634
OG0000503	K08776
OG0005714	K19676
OG0001330	K03686
OG0002362	K08715
OG0006724	K12176
OG0007196	K00476
OG0004903	K09553
OG0007260	K00020
OG0004817	K11592
OG0001983	K13126
OG0004150	K03015
OG0001803	K26544
OG0008439	K08214
OG0005339	K15687
OG0009529	K00710
OG0003530	K08582
OG0007519	K24837
OG0006507	K16608
OG0000101	K08286
OG0003027	K04986
OG0009550	K00485
OG0007641	K18399
OG0009493	K19750
OG0008732	K01915
OG0009627	K10859
OG0005284	K15258
OG0007391	K08857
OG0010100	K10573
OG0002130	K03675
OG0004240	K27856
OG0002932	K13416
OG0001213	K08585
OG0003227	K10370
OG0008572	K13412
OG0006949	K13339
OG0005370	K06158
OG0000460	K07880
OG0006439	K06173
OG0006832	K24175
OG0007042	K25587
OG0004892	K06927
OG0002189	K13291
OG0003680	K24723
OG0009491	K11752
OG0007117	K13448
OG0001684	K08848
OG0007918	K17943
OG0004275	K00658
OG0005005	K25166
OG0000307	K02891
OG0008279	K09569
OG0007625	K03593
OG0003112	K03512
OG0000639	K04373
OG0007679	K17261
OG0000372	K01379
OG0002067	K09935
OG0003798	K03321
OG0003658	K14165
OG0006779	K16289
OG0010075	K01886
OG0000097	K01610
OG0007409	K08369
OG0007380	K17278
OG0007760	K06130
OG0000883	K07767
OG0000085	K08960
OG0004477	K01057
OG0008671	K14996
OG0007019	K12304
OG0002445	K12581
OG0008731	K01599
OG0005617	K11160
OG0007953	K08869
OG0009613	K01076
OG0002250	K17943
OG0003813	K24392
OG0003104	K01110
OG0003448	K00503
OG0007751	K03644
OG0004518	K06180
OG0003489	K00863
OG0009535	K02136
OG0004242	K01814
OG0005534	K08582
OG0000146	K11980
OG0001748	K05275
OG0001242	K05181
OG0002342	K03218
OG0005046	K00810
OG0006178	K13123
OG0002843	K25440
OG0002105	K13861
OG0005458	K18551
OG0003840	K15255
OG0006704	K19041
OG0000710	K02901
OG0000713	K23029
OG0007318	K14963
OG0001230	K12391
OG0000452	K18059
OG0005256	K13125
OG0006955	K24083
OG0005793	K14207
OG0003543	K05592
OG0009696	K03438
OG0008261	K01358
OG0008696	K12839
OG0000617	K10595
OG0009278	K05643
OG0004836	K15192
OG0000255	K17943
OG0003055	K03011
OG0005923	K03083
OG0000237	K00249
OG0007889	K02520
OG0003999	K22763
OG0002156	K12825
OG0010098	K12132
OG0008390	K04072
OG0007373	K10585
OG0001533	K04459
OG0008180	K12132
OG0001926	K20843
OG0003677	K08867
OG0001252	K00488
OG0003567	K12662
OG0005293	K24749
OG0002625	K09255
OG0009109	K03321
OG0006625	K23164
OG0001759	K00783
OG0000157	K16726
OG0009963	K12823
OG0000154	K03257
OG0000940	K09259
OG0005903	K16465
OG0005791	K08288
OG0001346	K05658
OG0008812	K05841
OG0006417	K19372
OG0004665	K00006
OG0008414	K25443
OG0006370	K12165
OG0009720	K22074
OG0009026	K13113
OG0003025	K14826
OG0005250	K05970
OG0001923	K01696
OG0006808	K14655
OG0000804	K00472
OG0009817	K08798
OG0009553	K15103
OG0006677	K02318
OG0003831	K12132
OG0004010	K08818
OG0009853	K22372
OG0002299	K13755
OG0009105	K00826
OG0002027	K16726
OG0007099	K15117
OG0008542	K00315
OG0006490	K23569
OG0005860	K13337
OG0002742	K05929
OG0005662	K15340
OG0003106	K10406
OG0002799	K10595
OG0009473	K10837
OG0008693	K03165
OG0009980	K00849
OG0000572	K13093
OG0001658	K06631
OG0000916	K17065
OG0006898	K14997
OG0002131	K25388
OG0008237	K03678
OG0000482	K09864
OG0005926	K09511
OG0003207	K08490
OG0004032	K11188
OG0001756	K01379
OG0006283	K06158
OG0005381	K25164
OG0007772	K10756
OG0005749	K21064
OG0006489	K14676
OG0003437	K06178
OG0008209	K22614
OG0001902	K00059
OG0006007	K15341
OG0007231	K16465
OG0000150	K24680
OG0001093	K23029
OG0008024	K01099
OG0007723	K11885
OG0003278	K00473
OG0002582	K15013
OG0005933	K09255
OG0002675	K02471
OG0005243	K24750
OG0005333	K21806
OG0006741	K03686
OG0005351	K22935
OG0008442	K01198
OG0002732	K00140
OG0006848	K15283
OG0001025	K02912
OG0007293	K16487
OG0002924	K05218
OG0002741	K00898
OG0008410	K00556
OG0000538	K14501
OG0007393	K09529
OG0006886	K17600
OG0001477	K17914
OG0006683	K19375
OG0008538	K00223
OG0005580	K18066
OG0004677	K17513
OG0002600	K00314
OG0000675	K20100
OG0007902	K01652
OG0005891	K15111
OG0007360	K01802
OG0001626	K07375
OG0006428	K05681
OG0007079	K18757
OG0004136	K15920
OG0000180	K17943
OG0009134	K10426
OG0004348	K00710
OG0008859	K07232
OG0005513	K13648
OG0000115	K12811
OG0002796	K19684
OG0005852	K13577
OG0002744	K03119
OG0004572	K06180
OG0000212	K00703
OG0002249	K00789
OG0000856	K13981
OG0001704	K19573
OG0000762	K05658
OG0004171	K19760
OG0003461	K22207
OG0010123	K16604
OG0004523	K11855
OG0009014	K22077
OG0008908	K15083
OG0005563	K01803
OG0001236	K03978
OG0004326	K08723
OG0000125	K11839
OG0002747	K15110
OG0005216	K12837
OG0001665	K18655
OG0003018	K13095
OG0009131	K05894
OG0002455	K03969
OG0007976	K16675
OG0001553	K01265
OG0009489	K01139
OG0002252	K10380
OG0006298	K03327
OG0007756	K09020
OG0002220	K26736
OG0006486	K13210
OG0003554	K00382
OG0010054	K18482
OG0000668	K11481
OG0000742	K08582
OG0000455	K01176
OG0010166	K03348
OG0003075	K01069
OG0003916	K13444
OG0008655	K04905
OG0002087	K04706
OG0002704	K09510
OG0007766	K22857
OG0005288	K09660
OG0002533	K15504
OG0004402	K05695
OG0000068	K08994
OG0007504	K20299
OG0009427	K01867
OG0008894	K00757
OG0000083	K04834
OG0007499	K12132
OG0003160	K06867
OG0004517	K02690
OG0002816	K23003
OG0008929	K08230
OG0003285	K16726
OG0003740	K10027
OG0000971	K20715
OG0001063	K00240
OG0006359	K23727
OG0009797	K02935
OG0000667	K12349
OG0005114	K15303
OG0005816	K21971
OG0002208	K01411
OG0003110	K10799
OG0001376	K10756
OG0010074	K02876
OG0001473	K12862
OG0005441	K24927
OG0000824	K02978
OG0003648	K01076
OG0001143	K10615
OG0002555	K02879
OG0009480	K21440
OG0009220	K13335
OG0007212	K22614
OG0007744	K01307
OG0009313	K10260
OG0000620	K16289
OG0001969	K04849
OG0008939	K00641
OG0000213	K11170
OG0004254	K25079
OG0000337	K00326
OG0008194	K22763
OG0002410	K08637
OG0005817	K21440
OG0006467	K02183
OG0008284	K12618
OG0006561	K09660
OG0009577	K00574
OG0006568	K24350
OG0005705	K13535
OG0009850	K13412
OG0002876	K15111
OG0009324	K16311
OG0002545	K01903
OG0007865	K00456
OG0001024	K01130
OG0000001	K00545
OG0002030	K09480
OG0006526	K12823
OG0010156	K25451
OG0003754	K12486
OG0005006	K14997
OG0006045	K01510
OG0009926	K11163
OG0004457	K07305
OG0001057	K24265
OG0006355	K17579
OG0001233	K17891
OG0000401	K03062
OG0007084	K10578
OG0003573	K05643
OG0007513	K23541
OG0000168	K02953
OG0004634	K17278
OG0002050	K00604
OG0001040	K13412
OG0000915	K00787
OG0006295	K05275
OG0006135	K12832
OG0004252	K16755
OG0001952	K14713
OG0006895	K02221
OG0006391	K03145
OG0006371	K13126
OG0006671	K23729
OG0007178	K07901
OG0008980	K11592
OG0003122	K06942
OG0000992	K06689
OG0001129	K19360
OG0003225	K11844
OG0009889	K11876
OG0003843	K10799
OG0000965	K25608
OG0002229	K20028
OG0003913	K03130
OG0002259	K04892
OG0004747	K22073
OG0000362	K04956
OG0004934	K19073
OG0004748	K06826
OG0001498	K05535
OG0008206	K08244
OG0006963	K02202
OG0007103	K14803
OG0000300	K08056
OG0004529	K15111
OG0001805	K10859
OG0003859	K02943
OG0001916	K05516
OG0002805	K03798
OG0009579	K01139
OG0010035	K09839
OG0000346	K01534
OG0006653	K22755
OG0000541	K08794
OG0008774	K08857
OG0002964	K16462
OG0003218	K02927
OG0007447	K10846
OG0008536	K12421
OG0000873	K04515
OG0006890	K11368
OG0007436	K06999
OG0009924	K14313
OG0001896	K13126
OG0003374	K16726
OG0004319	K07407
OG0004731	K08794
OG0004416	K18208
OG0002753	K12132
OG0001967	K19757
OG0000509	K02889
OG0009310	K08337
OG0008498	K04888
OG0007169	K19760
OG0010174	K19882
OG0000807	K01176
OG0000701	K02866
OG0007827	K17508
OG0000942	K08869
OG0009153	K05539
OG0009707	K08654
OG0007368	K19572
OG0009509	K12132
OG0001893	K01265
OG0002262	K20603
OG0007003	K01054
OG0005170	K19548
OG0000414	K17943
OG0008959	K08794
OG0004970	K05396
OG0006240	K02986
OG0002841	K06221
OG0000609	K01267
OG0002126	K20028
OG0000759	K10615
OG0000962	K04885
OG0003647	K08151
OG0007280	K18442
OG0002789	K13448
OG0001455	K03321
OG0009864	K01802
OG0008070	K14396
OG0004251	K02835
OG0000329	K06413
OG0003808	K06221
OG0006565	K14566
OG0003841	K01969
OG0003491	K14994
OG0000496	K01915
OG0003432	K01697
OG0007440	K02202
OG0002357	K11977
OG0003073	K04459
OG0006310	K23490
OG0009377	K20296
OG0005456	K10768
OG0009282	K03437
OG0008409	K09517
OG0001950	K25549
OG0005292	K06901
OG0002097	K15259
OG0001184	K11407
OG0007587	K14540
OG0004074	K02945
OG0007704	K12867
OG0001483	K10380
OG0006538	K12741
OG0005598	K26403
OG0003537	K02732
OG0002632	K08857
OG0000764	K06258
OG0009419	K00557
OG0003872	K18740
OG0005828	K08176
OG0004537	K19787
OG0000533	K14206
OG0003920	K04706
OG0009037	K07747
OG0000880	K20717
OG0009724	K06999
OG0005001	K00616
OG0001234	K00710
OG0001004	K00799
OG0001792	K12581
OG0001928	K03242
OG0006463	K16458
OG0000907	K22763
OG0005832	K15436
OG0000275	K03695
OG0002028	K04855
OG0004260	K00771
OG0004556	K13412
OG0000188	K16780
OG0002189	K14079
OG0005062	K08869
OG0002643	K15113
OG0007186	K11594
OG0003382	K01510
OG0004775	K08493
OG0008333	K04424
OG0005769	K00710
OG0002985	K00128
OG0001501	K10380
OG0002678	K25897
OG0002931	K24473
OG0007881	K01128
OG0000504	K09553
OG0004363	K26006
OG0000657	K18059
OG0004372	K24748
OG0004786	K19519
OG0005025	K24929
OG0009589	K04515
OG0007445	K15272
OG0004404	K26441
OG0001865	K01054
OG0001631	K00088
OG0006148	K01210
OG0000921	K12132
OG0004805	K10688
OG0003797	K04550
OG0004432	K14768
OG0004289	K08495
OG0000050	K16889
OG0007546	K22133
OG0003649	K16570
OG0000013	K09255
OG0006904	K12188
OG0007253	K04919
OG0007143	K05016
OG0005112	K06941
OG0004679	K10277
OG0005892	K10393
OG0008074	K03104
OG0007379	K07890
OG0005164	K00816
OG0005949	K13354
OG0000607	K00031
OG0002648	K03424
OG0003586	K10409
OG0002893	K21396
OG0002900	K15516
OG0002888	K05016
OG0000717	K02704
OG0000051	K17710
OG0002142	K01081
OG0007702	K06180
OG0002722	K04649
OG0006699	K08869
OG0003818	K06639
OG0000195	K01623
OG0008280	K16302
OG0009043	K03654
OG0000727	K08073
OG0001079	K02684
OG0003843	K16726
OG0001633	K15261
OG0000229	K07117
OG0000576	K02516
OG0003561	K13523
OG0003414	K15015
OG0004603	K01069
OG0003747	K03320
OG0000495	K01180
OG0000635	K04648
OG0005939	K24926
OG0005003	K10949
OG0003854	K14558
OG0009947	K14395
OG0009457	K05016
OG0000742	K25378
OG0002257	K18534
OG0004449	K11703
OG0002624	K13806
OG0001829	K01076
OG0000817	K18826
OG0001207	K16726
OG0002006	K00058
OG0000065	K01689
OG0005738	K03798
OG0004592	K08323
OG0007789	K13345
OG0008157	K22066
OG0009477	K00901
OG0000390	K00564
OG0005745	K01783
OG0000850	K02999
OG0000124	K13984
OG0007239	K22614
OG0009899	K26935
OG0003046	K04648
OG0009111	K14457
OG0008092	K07253
OG0003618	K03929
OG0007961	K15429
OG0009135	K12603
OG0008477	K14787
OG0005601	K00476
OG0005115	K01802
OG0007266	K01802
OG0008145	K00002
OG0010129	K07756
OG0008948	K20195
OG0009978	K09479
OG0008090	K01874
OG0000754	K04836
OG0003711	K13303
OG0009204	K20032
OG0007047	K18533
OG0008138	K06944
OG0009233	K00806
OG0006760	K03686
OG0005825	K23289
OG0002435	K10643
OG0001650	K24887
OG0008296	K01785
OG0009430	K03671
OG0001609	K00558
OG0000405	K01006
OG0001534	K00380
OG0003274	K03424
OG0006003	K13207
OG0003878	K10418
OG0003849	K13177
OG0010083	K19882
OG0007343	K04851
OG0006402	K27411
OG0007802	K03281
OG0007698	K19787
OG0000538	K01090
OG0006557	K11990
OG0001265	K01176
OG0000247	K01382
OG0006103	K05692
OG0003930	K09649
OG0007204	K16196
OG0001332	K16302
OG0001519	K06180
OG0000620	K21440
OG0006661	K12855
OG0008875	K00060
OG0001452	K10592
OG0006407	K14445
OG0008919	K15377
OG0009893	K00876
OG0005095	K12828
OG0008126	K03027
OG0001202	K09255
OG0000322	K09485
OG0002230	K00799
OG0008452	K23257
OG0009095	K08727
OG0000733	K02908
OG0002197	K05658
OG0000549	K04459
OG0005402	K00020
OG0005224	K05021
OG0000214	K00322
OG0006707	K04905
OG0009811	K20216
OG0010061	K12874
OG0003013	K11426
OG0006900	K05955
OG0007065	K06013
OG0000996	K01854
OG0008964	K19932
OG0002568	K18763
OG0005358	K01093
OG0003248	K09518
OG0009984	K03574
OG0003021	K01130
OG0003817	K02433
OG0002763	K02863
OG0003928	K03869
OG0006836	K11264
OG0005010	K11992
OG0002804	K14850
OG0001895	K12348
OG0005081	K15075
OG0002302	K16546
OG0000173	K15502
OG0000032	K04460
OG0007362	K00101
OG0007350	K20278
OG0003094	K03097
OG0001761	K12591
OG0002361	K01870
OG0008175	K00710
OG0006859	K20028
OG0005982	K00128
OG0000030	K09487
OG0006343	K03859
OG0004444	K00799
OG0001834	K01103
OG0001134	K19683
OG0003943	K08762
OG0005771	K22282
OG0009710	K18416
OG0004287	K14005
OG0003558	K10583
OG0001278	K18597
OG0002999	K19269
OG0007866	K16803
OG0004533	K14338
OG0001345	K00609
OG0000720	K09255
OG0010067	K15430
OG0000759	K22372
OG0003653	K00771
OG0001590	K13412
OG0008868	K13291
OG0002505	K15305
OG0005430	K10406
OG0006546	K17361
OG0002613	K14994
OG0000541	K16310
OG0009301	K03294
OG0002020	K03834
OG0000326	K04554
OG0000512	K09494
OG0003925	K05313
OG0000121	K09628
OG0003318	K03676
OG0008616	K14408
OG0007278	K19029
OG0004280	K14415
OG0007930	K04075
OG0003359	K13412
OG0000364	K08076
OG0007258	K00750
OG0001776	K00508
OG0008520	K21442
OG0001031	K00133
OG0000156	K06496
OG0000817	K22696
OG0004007	K19757
OG0005295	K01179
OG0006608	K01082
OG0006534	K03686
OG0001975	K03661
OG0000375	K08910
OG0005134	K14844
OG0009526	K05681
OG0001823	K12373
OG0001199	K19413
OG0001170	K02183
OG0009386	K11703
OG0001202	K06694
OG0010154	K01304
OG0002143	K14454
OG0000704	K12857
OG0005249	K19613
OG0006107	K13412
OG0007671	K07198
OG0000208	K15667
OG0009217	K15654
OG0006763	K01784
OG0009061	K15332
OG0005647	K17278
OG0003316	K23929
OG0000769	K03267
OG0005467	K10355
OG0007064	K23424
OG0000210	K12132
OG0008672	K01307
OG0009303	K20793
OG0001121	K00147
OG0001088	K27084
OG0002750	K10408
OG0007238	K06221
OG0005130	K16308
OG0000109	K04567
OG0005614	K08228
OG0005282	K10477
OG0002348	K15296
OG0009551	K10777
OG0003125	K14652
OG0010127	K03264
OG0009447	K12655
OG0006899	K14724
OG0002940	K03357
OG0001136	K01373
OG0008753	K09586
OG0005260	K21440
OG0009752	K13696
OG0010121	K09255
OG0000704	K14963
OG0003345	K04097
OG0002029	K01593
OG0000055	K05849
OG0005733	K10614
OG0005364	K14541
OG0001232	K17499
OG0009624	K01379
OG0001718	K02178
OG0005814	K04854
OG0003329	K00412
OG0005781	K00232
OG0003752	K03595
OG0009881	K03327
OG0005625	K03000
OG0005677	K07934
OG0005589	K04040
OG0003726	K08906
OG0005036	K14376
OG0009342	K04706
OG0006448	K17989
OG0006643	K01379
OG0003352	K09255
OG0007619	K22075
OG0005154	K24104
OG0000859	K00472
OG0006969	K07300
OG0004161	K10737
OG0002575	K08281
OG0000149	K24810
OG0003455	K09592
OG0001692	K17497
OG0009705	K00861
OG0009299	K09531
OG0006864	K01279
OG0003340	K14570
OG0001790	K16264
OG0002869	K18204
OG0006761	K01693
OG0003788	K10420
OG0002383	K13354
OG0000145	K13126
OG0006923	K23010
OG0003349	K05656
OG0001602	K00472
OG0001731	K16748
OG0002850	K02728
OG0003776	K20367
OG0005780	K01672
OG0006935	K10457
OG0003480	K07240
OG0009080	K10967
OG0006307	K14777
OG0000848	K15711
OG0006530	K03599
OG0009950	K03235
OG0002018	K05356
OG0002787	K14209
OG0006339	K15100
OG0004055	K20182
OG0008828	K17608
OG0003972	K11982
OG0002808	K22991
OG0003068	K17499
OG0005138	K02183
OG0010062	K06180
OG0009792	K15014
OG0007059	K01754
OG0006070	K10766
OG0000842	K03654
OG0002844	K03555
OG0008312	K13412
OG0004953	K11434
OG0009269	K13917
OG0002273	K01202
OG0007650	K03545
OG0006498	K10455
OG0005128	K18478
OG0007908	K00930
OG0009900	K12589
OG0007268	K22762
OG0001174	K14652
OG0008076	K21121
OG0009068	K12960
OG0008888	K15216
OG0009132	K20115
OG0003077	K10733
OG0006523	K12166
OG0008243	K07442
OG0003856	K00472
OG0004249	K04780
OG0002029	K01580
OG0000787	K03686
OG0004030	K10840
OG0001574	K25866
OG0004400	K15111
OG0009192	K05592
OG0001055	K10408
OG0003287	K06158
OG0005349	K10455
OG0005833	K19672
OG0007500	K13646
OG0003888	K10396
OG0007424	K00889
OG0000022	K13184
OG0007810	K17605
OG0007786	K04892
OG0000564	K20284
OG0005815	K15789
OG0000497	K05343
OG0008879	K11204
OG0008631	K01657
OG0008258	K22763
OG0003861	K05884
OG0001263	K14993
OG0000938	K02877
OG0000016	K09511
OG0006341	K06560
OG0005384	K08794
OG0002899	K05864
OG0004845	K00826
OG0008154	K13539
OG0005787	K05956
OG0009482	K04515
OG0009884	K00889
OG0008805	K13412
OG0001973	K24842
OG0001732	K04447
OG0008351	K01424
OG0000186	K06630
OG0001530	K06792
OG0009993	K03511
OG0000457	K15259
OG0004697	K18798
OG0001891	K25866
OG0005571	K06207
OG0009033	K06634
OG0001298	K12160
OG0002917	K11098
OG0005082	K12859
OG0000356	K11625
OG0006381	K11744
OG0003445	K01569
OG0008979	K06020
OG0001076	K06221
OG0008622	K07874
OG0008148	K09566
OG0002090	K00654
OG0007302	K05289
OG0001276	K04854
OG0008352	K07937
OG0000151	K10380
OG0005244	K11113
OG0007319	K18327
OG0007192	K13719
OG0002570	K17339
OG0007957	K15336
OG0000323	K00234
OG0007875	K25192
OG0003138	K22769
OG0000157	K21440
OG0002431	K01081
OG0005024	K11437
OG0005498	K24553
OG0009195	K02427
OG0008615	K17808
OG0007715	K21552
OG0002978	K12180
OG0003239	K00626
OG0006974	K03437
OG0004034	K02958
OG0003187	K01120
OG0000912	K06180
OG0000300	K13984
OG0009383	K13051
OG0008372	K05841
OG0003482	K11187
OG0007684	K14396
OG0007569	K03434
OG0006137	K03797
OG0006036	K01382
OG0009847	K03515
OG0002232	K08869
OG0000889	K01710
OG0004718	K15292
OG0000865	K13979
OG0008778	K14165
OG0000926	K25550
OG0005258	K01164
OG0000976	K03259
OG0006223	K00472
OG0008996	K02183
OG0000577	K17710
OG0000716	K12836
OG0006850	K02857
OG0007933	K20303
OG0001754	K25441
OG0000271	K02989
OG0000169	K11204
OG0001208	K02875
OG0009738	K23801
OG0007011	K13109
OG0010101	K15102
OG0006762	K02975
OG0000736	K19041
OG0001342	K24729
OG0001193	K02739
OG0004673	K00898
OG0007633	K12846
OG0003041	K16462
OG0009701	K03593
OG0006246	K01176
OG0008794	K25686
OG0003968	K13102
OG0005495	K14206
OG0007771	K14993
OG0002322	K24512
OG0006784	K08596
OG0006638	K07444
OG0006304	K04083
OG0008388	K08797
OG0003581	K01210
OG0000593	K24193
OG0005065	K02864
OG0002187	K02183
OG0002165	K04892
OG0002778	K02734
OG0000230	K16290
OG0009410	K00908
OG0007283	K06981
OG0005045	K10412
OG0000620	K09255
OG0001294	K03437
OG0005954	K16482
OG0003172	K09255
OG0006522	K18203
OG0000661	K00548
OG0001908	K12842
OG0001056	K12614
OG0003681	K15284
OG0001075	K14411
OG0006884	K11839
OG0004618	K03686
OG0002144	K08869
OG0000795	K05681
OG0002137	K13412
OG0002895	K04842
OG0003785	K10457
OG0009721	K21440
OG0006665	K00477
OG0003435	K10843
OG0001397	K05841
OG0006691	K11995
OG0005709	K00326
OG0000151	K10799
OG0006932	K12198
OG0000256	K04856
OG0001172	K01850
OG0007361	K03704
OG0008185	K00059
OG0009441	K15042
OG0000172	K02542
OG0002602	K10256
OG0002227	K01070
OG0007688	K18726
OG0010119	K11592
OG0008574	K01529
OG0004741	K16900
OG0005234	K00817
OG0004735	K15196
OG0010130	K01183
OG0006378	K00465
OG0006008	K20352
OG0001538	K02261
OG0006596	K12879
OG0002898	K17506
OG0008341	K25552
OG0007927	K23114
OG0001488	K04078
OG0005228	K19176
OG0002613	K14207
OG0009813	K24991
OG0000126	K03768
OG0007094	K15102
OG0005013	K14963
OG0007556	K14806
OG0004116	K22071
OG0009760	K11806
OG0000584	K08917
OG0009695	K20028
OG0004767	K10277
OG0000422	K03924
OG0008857	K15334
OG0000016	K09502
OG0008413	K06627
OG0001718	K06637
OG0001483	K06694
OG0001231	K26456
OG0001247	K06515
OG0004223	K00796
OG0007173	K16186
OG0002822	K01520
OG0006419	K10134
OG0000622	K14753
